Year,Gender,Intent,Substance,Under1_year,1to4_Years,5to14_years,15to24_years,25to34_years,35to44_years,45to54_years,55to64_years,65to74_years,75to84_years,85Plus_years
2013,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,17,16,761,2091,2378,3396,2106,436,87,50
2013,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,303,800,841,1054,555,67,2,0
2013,Both sexes,Preventable/accidental,All drugs,5,19,14,3108,7806,7734,9746,5767,1019,285,156
2013,Both sexes,Preventable/accidental,Any Opioid,3,8,9,2258,5391,4797,5547,3185,448,60,25
2013,Both sexes,Preventable/accidental,Benzodiazepines,0,0,1,460,1323,1274,1613,866,106,18,2
2013,Both sexes,Preventable/accidental,Cannabis,0,0,0,49,70,54,50,16,5,0,0
2013,Both sexes,Preventable/accidental,Cocaine,0,0,0,265,922,1028,1540,829,133,8,1
2013,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1190,2565,1673,1557,776,66,4,1
2013,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,0,3,254,769,759,818,517,85,5,2
2013,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,199,561,547,733,443,64,12,4
2013,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,5,6,645,1839,2040,2769,1630,256,37,17
2013,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,276,736,773,979,517,62,1,0
2013,Female,"All (preventable, intentional, undetermined)",All drugs,17,18,21,1028,2750,3662,5248,3242,790,265,141
2013,Female,"All (preventable, intentional, undetermined)",Any Opioid,5,10,11,640,1643,1980,2712,1616,344,61,33
2013,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,0,133,511,657,970,591,131,26,6
2013,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,17,18,19,6,0,0,0
2013,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,78,276,313,497,194,18,0,0
2013,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,322,544,378,345,134,7,2,0
2013,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,2,68,283,381,403,262,50,3,1
2013,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,68,202,294,485,302,61,12,5
2013,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,6,8,186,705,1046,1622,1022,243,46,28
2013,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,100,241,255,333,155,20,0,0
2013,Female,Preventable/accidental,All drugs,2,9,6,806,2239,2877,4030,2274,470,152,90
2013,Female,Preventable/accidental,Any Opioid,2,3,3,552,1421,1691,2225,1275,210,27,15
2013,Female,Preventable/accidental,Benzodiazepines,0,0,0,110,424,528,745,418,65,8,0
2013,Female,Preventable/accidental,Cannabis,0,0,0,9,15,18,18,4,0,0,0
2013,Female,Preventable/accidental,Cocaine,0,0,0,76,259,297,467,184,18,0,0
2013,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,302,511,358,329,128,6,2,0
2013,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,1,60,242,340,364,226,40,2,0
2013,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,51,164,243,381,229,39,9,2
2013,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,1,132,589,863,1272,773,137,15,11
2013,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,86,213,226,306,139,18,0,0
2013,Male,"All (preventable, intentional, undetermined)",All drugs,13,24,12,2636,6197,5658,6797,4309,812,216,120
2013,Male,"All (preventable, intentional, undetermined)",Any Opioid,4,19,10,1846,4268,3409,3757,2257,336,58,30
2013,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,374,977,859,1036,578,86,27,9
2013,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,41,58,42,33,13,6,0,0
2013,Male,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,195,689,767,1124,666,115,9,1
2013,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,941,2151,1384,1296,684,63,2,2
2013,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,3,206,572,461,495,332,52,5,3
2013,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,0,169,438,344,408,266,37,7,2
2013,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,11,8,575,1386,1332,1774,1084,193,41,22
2013,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,203,559,586,721,400,47,2,0
2013,Male,Preventable/accidental,All drugs,3,10,8,2302,5567,4857,5716,3493,549,133,66
2013,Male,Preventable/accidental,Any Opioid,1,5,6,1706,3970,3106,3322,1910,238,33,10
2013,Male,Preventable/accidental,Benzodiazepines,0,0,1,350,899,746,868,448,41,10,2
2013,Male,Preventable/accidental,Cannabis,0,0,0,40,55,36,32,12,5,0,0
2013,Male,Preventable/accidental,Cocaine,0,0,0,189,663,731,1073,645,115,8,1
2013,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,888,2054,1315,1228,648,60,2,1
2013,Male,Preventable/accidental,Opioid subgroup - methadone,0,0,2,194,527,419,454,291,45,3,2
2013,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,0,148,397,304,352,214,25,3,2
2013,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,5,513,1250,1177,1497,857,119,22,6
2013,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,190,523,547,673,378,44,1,0
2012,Both sexes,"All (preventable, intentional, undetermined)",All drugs,32,40,42,3518,8508,8948,11895,6423,1396,445,253
2012,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,17,26,23,2344,5419,5086,6299,3221,547,127,55
2012,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,1,4,511,1345,1552,1879,978,200,37,16
2012,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,40,73,44,54,18,1,0,0
2012,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,1,1,270,827,960,1529,720,89,4,0
2012,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,3,963,1933,1250,1244,493,34,2,1
2012,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,7,4,341,989,906,1017,590,65,6,4
2012,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,3,4,172,530,559,798,432,93,29,5
2012,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,11,13,13,830,2070,2513,3362,1829,373,86,40
2012,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,5,3,3,197,563,632,803,375,54,0,0
2012,Both sexes,Preventable/accidental,All drugs,6,21,30,2984,7276,7312,9439,4791,879,271,164
2012,Both sexes,Preventable/accidental,Any Opioid,2,15,19,2119,4903,4500,5318,2570,372,65,24
2012,Both sexes,Preventable/accidental,Benzodiazepines,0,0,4,458,1170,1326,1509,693,114,10,4
2012,Both sexes,Preventable/accidental,Cannabis,0,0,1,36,64,38,47,16,1,0,0
2012,Both sexes,Preventable/accidental,Cocaine,1,1,1,253,785,900,1452,682,87,4,0
2012,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,3,898,1826,1180,1158,468,33,2,1
2012,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,2,3,307,889,826,878,509,51,1,4
2012,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,4,146,460,468,654,323,60,17,4
2012,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,7,10,725,1801,2160,2766,1370,238,38,11
2012,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,2,177,513,574,741,350,49,0,0
2012,Female,"All (preventable, intentional, undetermined)",All drugs,14,15,17,945,2748,3474,5258,2806,700,264,149
2012,Female,"All (preventable, intentional, undetermined)",Any Opioid,8,9,5,575,1617,1801,2685,1343,276,78,35
2012,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,0,137,467,631,935,470,114,27,7
2012,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,17,11,18,5,0,0,0
2012,Female,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,70,256,273,465,185,12,0,0
2012,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,241,422,216,255,74,4,0,1
2012,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,0,1,78,314,352,470,229,30,3,2
2012,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,35,206,231,422,221,54,20,3
2012,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,6,3,227,724,1083,1627,892,198,55,24
2012,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,2,63,198,200,247,95,9,0,0
2012,Female,Preventable/accidental,All drugs,3,8,11,727,2225,2674,3990,1935,396,151,102
2012,Female,Preventable/accidental,Any Opioid,2,5,5,498,1410,1535,2183,1015,172,38,18
2012,Female,Preventable/accidental,Benzodiazepines,0,0,0,115,390,520,712,315,58,7,1
2012,Female,Preventable/accidental,Cannabis,0,0,0,7,15,10,14,3,0,0,0
2012,Female,Preventable/accidental,Cocaine,0,0,0,63,241,247,436,170,11,0,0
2012,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,222,396,202,244,70,3,0,1
2012,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,1,69,271,320,390,190,24,0,2
2012,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,1,27,175,188,338,165,31,11,2
2012,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,3,184,601,905,1302,643,121,23,9
2012,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,2,54,176,180,221,83,7,0,0
2012,Male,"All (preventable, intentional, undetermined)",All drugs,18,25,25,2573,5760,5474,6637,3617,696,181,104
2012,Male,"All (preventable, intentional, undetermined)",Any Opioid,9,17,18,1769,3802,3285,3614,1878,271,49,20
2012,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,4,374,878,921,944,508,86,10,9
2012,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,32,56,33,36,13,1,0,0
2012,Male,"All (preventable, intentional, undetermined)",Cocaine,1,1,1,200,571,687,1064,535,77,4,0
2012,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,3,722,1511,1034,989,419,30,2,0
2012,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,7,3,263,675,554,547,361,35,3,2
2012,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,2,3,137,324,328,376,211,39,9,2
2012,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,7,10,603,1346,1430,1735,937,175,31,16
2012,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,3,1,134,365,432,556,280,45,0,0
2012,Male,Preventable/accidental,All drugs,3,13,19,2257,5051,4638,5449,2856,483,120,62
2012,Male,Preventable/accidental,Any Opioid,0,10,14,1621,3493,2965,3135,1555,200,27,6
2012,Male,Preventable/accidental,Benzodiazepines,0,0,4,343,780,806,797,378,56,3,3
2012,Male,Preventable/accidental,Cannabis,0,0,1,29,49,28,33,13,1,0,0
2012,Male,Preventable/accidental,Cocaine,1,1,1,190,544,653,1016,512,76,4,0
2012,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,3,676,1430,978,914,398,30,2,0
2012,Male,Preventable/accidental,Opioid subgroup - methadone,0,2,2,238,618,506,488,319,27,1,2
2012,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,3,119,285,280,316,158,29,6,2
2012,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,5,7,541,1200,1255,1464,727,117,15,2
2012,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,123,337,394,520,267,42,0,0
2011,Both sexes,"All (preventable, intentional, undetermined)",All drugs,24,40,48,3762,8445,9130,11933,6060,1204,446,242
2011,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,12,32,27,2545,5284,5056,6258,2952,462,100,52
2011,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,3,614,1502,1662,1992,892,155,39,11
2011,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,2,48,60,34,54,21,1,0,0
2011,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,3,0,2,310,959,1108,1505,718,68,7,0
2011,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,0,809,1414,881,884,372,34,1,0
2011,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,7,477,1094,1005,1194,564,63,4,3
2011,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,7,4,220,514,581,834,407,65,21,10
2011,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,7,20,16,1034,2330,2644,3518,1703,305,75,39
2011,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,4,199,478,559,680,302,43,0,0
2011,Both sexes,Preventable/accidental,All drugs,12,20,26,3231,7223,7459,9442,4456,754,269,175
2011,Both sexes,Preventable/accidental,Any Opioid,4,15,16,2289,4724,4416,5295,2368,303,45,29
2011,Both sexes,Preventable/accidental,Benzodiazepines,0,0,3,548,1329,1421,1627,649,88,10,3
2011,Both sexes,Preventable/accidental,Cannabis,0,0,1,45,56,30,50,20,1,0,0
2011,Both sexes,Preventable/accidental,Cocaine,2,0,2,289,899,1040,1412,677,65,6,0
2011,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,753,1312,824,828,352,31,1,0
2011,Both sexes,Preventable/accidental,Opioid subgroup - methadone,1,1,3,424,983,898,1038,495,48,3,2
2011,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,1,5,3,191,428,464,675,296,46,12,7
2011,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,9,10,907,2037,2253,2896,1291,184,32,20
2011,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,4,172,433,506,621,281,41,0,0
2011,Female,"All (preventable, intentional, undetermined)",All drugs,8,17,21,990,2649,3715,5243,2655,634,257,161
2011,Female,"All (preventable, intentional, undetermined)",Any Opioid,3,12,10,624,1516,1902,2664,1254,249,57,33
2011,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,158,512,724,951,442,85,23,6
2011,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,12,12,10,17,5,1,0,0
2011,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,2,82,239,327,480,171,11,2,0
2011,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,183,288,160,180,61,6,0,0
2011,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,1,3,95,355,406,539,243,27,3,1
2011,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,2,60,189,292,430,220,35,12,4
2011,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,8,6,291,742,1090,1619,787,176,40,28
2011,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,3,63,152,191,197,77,9,0,0
2011,Female,Preventable/accidental,All drugs,5,9,11,797,2125,2848,3948,1788,380,150,118
2011,Female,Preventable/accidental,Any Opioid,1,6,5,543,1302,1589,2173,944,163,24,18
2011,Female,Preventable/accidental,Benzodiazepines,0,0,0,138,419,586,752,294,45,4,1
2011,Female,Preventable/accidental,Cannabis,0,0,0,12,11,8,16,5,1,0,0
2011,Female,Preventable/accidental,Cocaine,0,0,2,73,226,305,447,162,10,1,0
2011,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,170,263,148,171,58,6,0,0
2011,Female,Preventable/accidental,Opioid subgroup - methadone,1,0,1,82,311,358,461,211,21,2,1
2011,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,49,152,230,335,150,25,6,3
2011,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,4,241,623,875,1302,564,109,16,15
2011,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,3,51,140,165,165,71,9,0,0
2011,Male,"All (preventable, intentional, undetermined)",All drugs,16,23,27,2772,5796,5415,6690,3405,570,189,81
2011,Male,"All (preventable, intentional, undetermined)",Any Opioid,9,20,17,1921,3768,3154,3594,1698,213,43,19
2011,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,3,456,990,938,1041,450,70,16,5
2011,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,2,36,48,24,37,16,0,0,0
2011,Male,"All (preventable, intentional, undetermined)",Cocaine,3,0,0,228,720,781,1025,547,57,5,0
2011,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,0,626,1126,721,704,311,28,1,0
2011,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,4,4,382,739,599,655,321,36,1,2
2011,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,4,2,160,325,289,404,187,30,9,6
2011,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,12,10,743,1588,1554,1899,916,129,35,11
2011,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,1,136,326,368,483,225,34,0,0
2011,Male,Preventable/accidental,All drugs,7,11,15,2434,5098,4611,5494,2668,374,119,57
2011,Male,Preventable/accidental,Any Opioid,3,9,11,1746,3422,2827,3122,1424,140,21,11
2011,Male,Preventable/accidental,Benzodiazepines,0,0,3,410,910,835,875,355,43,6,2
2011,Male,Preventable/accidental,Cannabis,0,0,1,33,45,22,34,15,0,0,0
2011,Male,Preventable/accidental,Cocaine,2,0,0,216,673,735,965,515,55,5,0
2011,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,583,1049,676,657,294,25,1,0
2011,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,2,342,672,540,577,284,27,1,1
2011,Male,Preventable/accidental,Opioid subgroup – including fentanyl,1,3,2,142,276,234,340,146,21,6,4
2011,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,5,6,666,1414,1378,1594,727,75,16,5
2011,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,121,293,341,456,210,32,0,0
2010,Both sexes,"All (preventable, intentional, undetermined)",All drugs,23,43,63,3571,7572,8546,11299,5486,1017,447,258
2010,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,11,26,40,2387,4675,4761,5941,2700,374,103,70
2010,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,1,6,658,1446,1485,1880,809,157,38,16
2010,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,48,45,37,36,17,2,0,0
2010,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,265,755,1032,1452,598,65,11,1
2010,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,537,906,677,646,251,17,2,0
2010,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,4,8,15,564,1150,982,1245,558,44,4,3
2010,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,3,9,229,591,679,938,446,68,28,15
2010,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,14,17,1052,2159,2516,3302,1516,247,65,48
2010,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,179,376,484,550,234,22,4,1
2010,Both sexes,Preventable/accidental,All drugs,6,19,41,2989,6356,6850,8768,3915,626,266,166
2010,Both sexes,Preventable/accidental,Any Opioid,4,10,26,2124,4114,4072,4885,2099,242,46,33
2010,Both sexes,Preventable/accidental,Benzodiazepines,0,0,6,592,1269,1257,1469,554,83,14,4
2010,Both sexes,Preventable/accidental,Cannabis,0,0,0,47,42,28,29,15,2,0,0
2010,Both sexes,Preventable/accidental,Cocaine,0,0,0,240,697,941,1351,568,64,11,0
2010,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,0,493,836,617,589,238,15,1,0
2010,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,1,11,514,1018,860,1089,470,38,2,2
2010,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,5,182,497,559,714,320,42,16,7
2010,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,6,10,919,1857,2110,2647,1125,150,24,23
2010,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,1,153,340,435,495,218,19,2,0
2010,Female,"All (preventable, intentional, undetermined)",All drugs,9,19,21,988,2422,3464,4986,2436,558,252,167
2010,Female,"All (preventable, intentional, undetermined)",Any Opioid,5,9,9,603,1340,1753,2534,1165,214,57,45
2010,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,172,451,593,839,386,103,24,9
2010,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,11,9,11,5,0,0,0
2010,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,80,179,295,433,130,12,2,0
2010,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,118,179,115,120,50,2,0,0
2010,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,1,4,130,332,392,542,218,20,3,1
2010,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,2,77,211,312,508,246,54,17,12
2010,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,6,3,281,698,986,1462,689,148,35,30
2010,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,73,118,170,161,67,3,0,0
2010,Female,Preventable/accidental,All drugs,2,9,12,764,1873,2605,3692,1613,327,153,117
2010,Female,Preventable/accidental,Any Opioid,1,4,5,506,1108,1417,2006,860,136,28,25
2010,Female,Preventable/accidental,Benzodiazepines,0,0,1,146,366,476,629,252,56,9,3
2010,Female,Preventable/accidental,Cannabis,0,0,0,9,10,6,8,4,0,0,0
2010,Female,Preventable/accidental,Cocaine,0,0,0,71,168,265,395,118,12,2,0
2010,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,109,166,102,105,48,2,0,0
2010,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,3,116,276,331,460,178,17,2,1
2010,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,56,167,241,384,168,33,11,7
2010,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,1,231,557,778,1134,488,91,14,16
2010,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,59,107,147,136,59,1,0,0
2010,Male,"All (preventable, intentional, undetermined)",All drugs,14,24,42,2583,5150,5082,6313,3050,459,195,91
2010,Male,"All (preventable, intentional, undetermined)",Any Opioid,6,17,31,1784,3335,3008,3407,1535,160,46,25
2010,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,5,486,995,892,1041,423,54,14,7
2010,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,39,34,28,25,12,2,0,0
2010,Male,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,185,576,737,1019,468,53,9,1
2010,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,419,727,562,526,201,15,2,0
2010,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,7,11,434,818,590,703,340,24,1,2
2010,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,2,7,152,380,367,430,200,14,11,3
2010,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,8,14,771,1461,1530,1840,827,99,30,18
2010,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,106,258,314,389,167,19,4,1
2010,Male,Preventable/accidental,All drugs,4,10,29,2225,4483,4245,5076,2302,299,113,49
2010,Male,Preventable/accidental,Any Opioid,3,6,21,1618,3006,2655,2879,1239,106,18,8
2010,Male,Preventable/accidental,Benzodiazepines,0,0,5,446,903,781,840,302,27,5,1
2010,Male,Preventable/accidental,Cannabis,0,0,0,38,32,22,21,11,2,0,0
2010,Male,Preventable/accidental,Cocaine,0,0,0,169,529,676,956,450,52,9,0
2010,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,384,670,515,484,190,13,1,0
2010,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,8,398,742,529,629,292,21,0,1
2010,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,4,126,330,318,330,152,9,5,0
2010,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,9,688,1300,1332,1513,637,59,10,7
2010,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,1,94,233,288,359,159,18,2,0
2009,Both sexes,"All (preventable, intentional, undetermined)",All drugs,32,40,42,3377,7013,8524,11390,4858,998,489,234
2009,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,9,27,24,2229,4360,4704,6022,2482,403,117,43
2009,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,2,3,3,571,1157,1307,1713,651,109,34,17
2009,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,36,21,20,31,10,0,0,0
2009,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,3,0,0,269,813,1141,1524,543,49,6,1
2009,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,510,941,735,817,250,21,2,1
2009,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,7,4,624,1096,1036,1332,523,56,9,4
2009,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,203,502,691,977,436,100,25,6
2009,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,18,16,858,1849,2269,3058,1312,248,75,28
2009,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,1,147,347,428,495,180,23,5,1
2009,Both sexes,Preventable/accidental,All drugs,19,16,25,2817,5854,6747,8791,3418,583,312,168
2009,Both sexes,Preventable/accidental,Any Opioid,4,9,16,1949,3794,3974,4873,1868,251,59,22
2009,Both sexes,Preventable/accidental,Benzodiazepines,2,1,1,488,985,1047,1355,413,43,14,4
2009,Both sexes,Preventable/accidental,Cannabis,0,0,0,29,17,14,25,10,0,0,0
2009,Both sexes,Preventable/accidental,Cocaine,1,0,0,246,744,1042,1397,503,48,5,1
2009,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,457,848,661,750,223,20,1,1
2009,Both sexes,Preventable/accidental,Opioid subgroup - methadone,2,1,2,561,991,907,1139,440,42,5,4
2009,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,1,0,2,165,416,536,726,284,55,13,4
2009,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,8,11,718,1560,1866,2412,946,147,33,9
